name,scope,gate,quality_score,challenge_risk,total_score,descriptive_risk,similarity_risk,closest_mark,scope_penalty,itunes_de_count,itunes_de_exact,itunes_ch_count,itunes_ch_exact,itunes_us_count,itunes_us_exact,itunes_exact_countries,itunes_unknown_countries,domain_com_available,domain_com_fallback_available,domain_com_fallback_domain,domain_de_available,domain_ch_available,web_result_count,web_exact_hits,web_near_hits,web_sample_domains,web_source,pypi_exists,npm_exists,social_github_available,social_linkedin_available,social_x_available,social_instagram_available,social_unavailable_count,social_unknown_count,adversarial_risk,adversarial_top_hits,psych_spelling_risk,psych_trust_proxy,trademark_dpma_url,trademark_swissreg_url,trademark_tmview_url,external_penalty,hard_fail,fail_reason,recommendation
lumatamu,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumatamu,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumatamu,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumatamu,16,False,,consider
lumaumoj,global,balanced,98,38,78,0,40,immonet,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumaumoj,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumaumoj,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumaumoj,16,False,,consider
lumavuna,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumavuna,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumavuna,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumavuna,16,False,,consider
lumawazi,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumawazi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumawazi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumawazi,16,False,,consider
lumazuri,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumazuri,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumazuri,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumazuri,16,False,,consider
nguvurio,global,balanced,98,38,78,0,40,utilaro,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nguvurio,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nguvurio,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nguvurio,16,False,,consider
nguvuvia,global,balanced,98,38,78,0,40,utilaro,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nguvuvia,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nguvuvia,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nguvuvia,16,False,,consider
rafikila,global,balanced,98,38,78,0,40,utilaro,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=rafikila,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=rafikila,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=rafikila,16,False,,consider
vantaire,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=vantaire,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=vantaire,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=vantaire,16,False,,consider
vantavia,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=vantavia,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=vantavia,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=vantavia,16,False,,consider
verarafi,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=verarafi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=verarafi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=verarafi,16,False,,consider
verazuri,global,balanced,98,38,78,0,40,hausify,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=verazuri,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=verazuri,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=verazuri,16,False,,consider
coraaman,global,balanced,98,39,78,0,42,costal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=coraaman,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=coraaman,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=coraaman,16,False,,consider
coradira,global,balanced,98,39,78,0,42,costal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=coradira,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=coradira,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=coradira,16,False,,consider
corafaid,global,balanced,98,39,78,0,42,costal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=corafaid,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=corafaid,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=corafaid,16,False,,consider
corahera,global,balanced,98,39,78,0,42,costal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=corahera,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=corahera,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=corahera,16,False,,consider
coranuru,global,balanced,98,39,78,0,42,costal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=coranuru,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=coranuru,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=coranuru,16,False,,consider
corasafi,global,balanced,98,39,78,0,42,costal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=corasafi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=corasafi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=corasafi,16,False,,consider
corakazi,global,balanced,98,40,78,0,42,costal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,6,68,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=corakazi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=corakazi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=corakazi,17,False,,consider
habitaex,global,balanced,98,40,77,0,40,hausify,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=habitaex,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=habitaex,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=habitaex,18,False,,consider
nexaaman,global,balanced,98,40,77,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexaaman,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexaaman,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexaaman,18,False,,consider
nexahera,global,balanced,98,40,77,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexahera,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexahera,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexahera,18,False,,consider
nexarafi,global,balanced,98,40,77,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexarafi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexarafi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexarafi,18,False,,consider
nexasaha,global,balanced,98,40,77,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexasaha,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexasaha,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexasaha,18,False,,consider
nexatamu,global,balanced,98,40,77,0,40,immonet,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexatamu,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexatamu,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexatamu,18,False,,consider
nexazuri,global,balanced,98,40,77,0,40,hausify,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexazuri,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexazuri,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexazuri,18,False,,consider
rafikily,global,balanced,98,40,77,0,40,hausify,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=rafikily,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=rafikily,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=rafikily,18,False,,consider
